       0.0450000       0.0000000
       0.1350000       0.0000000
       0.2250000       0.0000000
       0.3150000       0.0000000
       0.4050000       0.0000000
       0.4950000       0.0000000
       0.5850000       0.0000000
       0.6750000       0.0000000
       0.7650000       0.0000000
       0.8550000       0.0000000
       0.9450000       0.0000000
       1.0350000       0.0000000
       1.1250000       0.0000000
       1.2150000       0.0000000
       1.3050000       0.0000000
       1.3950000       0.0000000
       1.4850000       0.0000000
       1.5750000       0.0000000
       1.6650000       0.0000000
       1.7550000       0.0000000
       1.8450000       0.0000000
       1.9350000       0.0000000
       2.0250000       0.0000000
       2.1150000       0.0000000
       2.2050000       0.0000000
       2.2950000       0.0000000
       2.3850000       0.0002636
       2.4750000       0.0428622
       2.5650000       0.6649311
       2.6550000       2.1514879
       2.7450000       2.9750700
       2.8350000       2.5627294
       2.9250000       1.8042223
       3.0150000       1.2817854
       3.1050000       0.9501112
       3.1950000       0.8380818
       3.2850000       0.7968638
       3.3750000       0.7745292
       3.4650000       0.7835553
       3.5550000       0.8162493
       3.6450000       0.8335851
       3.7350000       0.8764772
       3.8250000       0.9160387
       3.9150000       0.9505176
       4.0050000       0.9856492
       4.0950000       1.0281888
       4.1850000       1.0469809
       4.2750000       1.0831668
       4.3650000       1.0679150
       4.4550000       1.1144993
       4.5450000       1.1189778
       4.6350000       1.0883346
       4.7250000       1.0863701
       4.8150000       1.0789006
       4.9050000       1.0438759
       4.9950000       1.0261220
       5.0850000       1.0006440
       5.1750000       0.9787319
       5.2650000       0.9587574
       5.3550000       0.9371832
       5.4450000       0.9243177
       5.5350000       0.8918033
       5.6250000       0.8947415
       5.7150000       0.9026272
       5.8050000       0.9059136
       5.8950000       0.9075370
       5.9850000       0.9387129
       6.0750000       0.9658583
       6.1650000       0.9715650
       6.2550000       0.9748827
       6.3450000       0.9995561
       6.4350000       1.0155603
       6.5250000       1.0132782
       6.6150000       1.0238884
       6.7050000       1.0303314
       6.7950000       1.0364411
       6.8850000       1.0391630
       6.9750000       1.0274559
       7.0650000       1.0300861
       7.1550000       1.0198363
       7.2450000       1.0166885
       7.3350000       1.0119209
       7.4250000       0.9883001
       7.5150000       0.9926987
       7.6050000       0.9778924
       7.6950000       0.9966182
       7.7850000       0.9844507
       7.8750000       0.9841866
       7.9650000       0.9841871
       8.0550000       0.9856761
       8.1450000       0.9764860
       8.2350000       0.9861914
       8.3250000       0.9909781
       8.4150000       0.9986421
       8.5050000       0.9920863
       8.5950000       0.9936497
       8.6850000       0.9939495
       8.7750000       0.9903575
       8.8650000       0.9974412
       8.9550000       0.9987924
